price,type,address,url,postcode,number_bedrooms,search_date
1750000.0,4 bedroom detached house for sale,"Hungerford Road, Holloway, London",/new-homes-for-sale/property-54150277.html,,4,11/10/2016
1750000.0,5 bedroom semi-detached house for sale,"Sudbrooke Road, London, SW12",/property-for-sale/property-41314197.html,SW12,5,11/10/2016
1700000.0,5 bedroom detached house for sale,"Wentworth Road, Temple Fortune, NW11 ",/property-for-sale/property-44813424.html,NW11,5,11/10/2016
1699000.0,3 bedroom maisonette for sale,"Hampstead, Hampstead, NW3",/property-for-sale/property-55344871.html,NW3,3,11/10/2016
1695000.0,2 bedroom apartment for sale,"Lexham Gardens, London, W8",/property-for-sale/property-62385428.html,W8,2,11/10/2016
1695000.0,4 bedroom terraced house for sale,"Plantation Wharf, London, SW11",/property-for-sale/property-43506684.html,SW11,4,11/10/2016
1675000.0,3 bedroom flat for sale,"Pelham Street, London",/property-for-sale/property-44789331.html,,3,11/10/2016
1675000.0,4 bedroom semi-detached house for sale,"Widecombe Way, Hampstead Garden Suburb",/property-for-sale/property-62459774.html,,4,11/10/2016
1665000.0,3 bedroom mews house for sale,"St James Terrace Mews, St Johns Wood, London, NW8 ",/property-for-sale/property-44804985.html,NW8,3,11/10/2016
1662500.0,2 bedroom apartment for sale,"Chelsea Vista, Battersea",/new-homes-for-sale/property-62435039.html,,2,11/10/2016
1650000.0,5 bedroom house for sale,"Hampstead Way,Hampstead Garden Suburb, NW11",/property-for-sale/property-42804480.html,NW11,5,11/10/2016
1650000.0,3 bedroom flat for sale,"Marlborough Court, Pembroke Road, Kensington, London",/property-for-sale/property-62462540.html,,3,11/10/2016
825000.0,4 bedroom flat for sale,"Wimbledon Close, The Downs, Wimbledon, London, SW20",/property-for-sale/property-62431310.html,SW20,4,11/10/2016
1650000.0,5 bedroom house for sale,"Hampstead Way,Hampstead Garden Suburb, NW11",/property-for-sale/property-42804480.html,NW11,5,11/10/2016
1650000.0,3 bedroom flat for sale,"Marlborough Court, Pembroke Road, Kensington, London",/property-for-sale/property-62462540.html,,3,11/10/2016
1650000.0,5 bedroom semi-detached house for sale,"Widecombe Way, Hampsted Gdn Suburb, N2",/property-for-sale/property-56465392.html,N2,5,11/10/2016
1650000.0,2 bedroom apartment for sale,"Mandeville Courtyard, Warriner Gardens, Battersea, London, SW11 ",/property-for-sale/property-44812350.html,SW11,2,11/10/2016
1650000.0,5 bedroom terraced house for sale,"Hampstead Way, Hampstead Garden Suburb, London, NW11",/property-for-sale/property-44791842.html,NW11,5,11/10/2016
1650000.0,5 bedroom terraced house for sale,"Hampstead Way, Hampstead Garden Suburb, NW11",/property-for-sale/property-62194118.html,NW11,5,11/10/2016
1625000.0,4 bedroom house for sale,"Coity Road, London",/property-for-sale/property-56449669.html,,4,11/10/2016
1625000.0,2 bedroom flat for sale,"Cranmer Court, Whiteheads Grove, Chelsea, London, SW3",/property-for-sale/property-55538338.html,SW3,2,11/10/2016
1625000.0,4 bedroom semi-detached house for sale,"Dovercourt Road, Dulwich Village, London, SE22",/property-for-sale/property-61279040.html,SE22,4,11/10/2016
1625000.0,5 bedroom semi-detached house for sale,"Jerningham Road, London, SE14",/property-for-sale/property-61965101.html,SE14,5,11/10/2016
1600000.0,3 bedroom apartment for sale,"Argyll Mansions, 303-323 Kings Road, Chelsea, London, SW3",/property-for-sale/property-60227306.html,SW3,3,11/10/2016
1600000.0,4 bedroom terraced house for sale,"Woodstock Road, N4",/property-for-sale/property-62465669.html,N4,4,11/10/2016
1600000.0,7 bedroom semi-detached house for sale,"Sprowston Road, London, E7",/property-for-sale/property-56451928.html,E7,7,11/10/2016
